"Код","Наименование полное","Ед.изм"
"НФ-00051616","Отвод 90 850х1400","шт"
"НФ-00010955","Отвод 90 850х150","шт"
"НФ-00000975","Отвод 90 850х1600","шт"
"НФ-00009451","Отвод 90 850х200","шт"
"73543","Отвод 90 850х300","шт"
"54393","Отвод 90 850х350","шт"
"50267","Отвод 90 850х400","шт"
"НФ-00006780","Отвод 90 850х450","шт"
"НФ-00006649","Отвод 90 850х500","шт"
"48147","Отвод 90 850х550","шт"
"НФ-00007013","Отвод 90 850х590","шт"
"НФ-00006506","Отвод 90 850х600","шт"
"НФ-00008360","Отвод 90 850х650","шт"
"НФ-00007752","Отвод 90 850х660","шт"
"НФ-00047113","Отвод 90 850х700","шт"
"НФ-00005521","Отвод 90 850х750","шт"
"000016967","Отвод 90 850х850","шт"
"НФ-00048654","Отвод 90 850х900","шт"
"НФ-00049666","Отвод 90 860х560","шт"
"НФ-00005339","Отвод 90 860х920","шт"
"НФ-00011408","Отвод 90 875х500","шт"
"НФ-00045198","Отвод 90 880х1460","шт"
"НФ-00000922","Отвод 90 880х650","шт"
"НФ-00048300","Отвод 90 880х880","шт"
"НФ-00046533","Отвод 90 890х180","шт"
"НФ-00002650","Отвод 90 895х1825","шт"
"НФ-00011258","Отвод 90 895х410","шт"
"61722","Отвод 90 900х100","шт"
"42918","Отвод 90 900х1000","шт"
"НФ-00050272","Отвод 90 900х1100","шт"
"НФ-00009476","Отвод 90 900х120/720х120","шт"
"000009868","Отвод 90 900х1200","шт"
"50516","Отвод 90 900х1250","шт"
"70565","Отвод 90 900х1300","шт"
"75046","Отвод 90 900х1400","шт"
"56381","Отвод 90 900х150","шт"
"52242","Отвод 90 900х1500","шт"
"НФ-00011264","Отвод 90 900х1550","шт"
"000012354","Отвод 90 900х1600","шт"
"48912","Отвод 90 900х1800","шт"
"000011136","Отвод 90 900х200","шт"
"57063","Отвод 90 900х2000","шт"
"НФ-00002785","Отвод 90 900х2070","шт"
"45564","Отвод 90 900х250","шт"
"000007923","Отвод 90 900х300","шт"
"НФ-00007712","Отвод 90 900х300/750х300","шт"
"64770","Отвод 90 900х310","шт"
"56380","Отвод 90 900х350","шт"
"НФ-00045717","Отвод 90 900х350/700х350","шт"
"000007277","Отвод 90 900х400","шт"
"НФ-00011076","Отвод 90 900х400/700х400","шт"
"49267","Отвод 90 900х450","шт"
"000006720","Отвод 90 900х500","шт"
"НФ-00008216","Отвод 90 900х500/100х100","шт"
"НФ-00044170","Отвод 90 900х500/800х500","шт"
"000013603","Отвод 90 900х550","шт"
"НФ-00052069","Отвод 90 900х580","шт"
"000015524","Отвод 90 900х600","шт"
"000013604","Отвод 90 900х650","шт"
"000008349","Отвод 90 900х700","шт"
"НФ-00047402","Отвод 90 900х700/900х400","шт"
"НФ-00005048","Отвод 90 900х750","шт"
"НФ-00043757","Отвод 90 900х750","шт"
"48060","Отвод 90 900х800","шт"
"НФ-00048063","Отвод 90 900х850","шт"
"52398","Отвод 90 900х860","шт"
"43836","Отвод 90 900х900","шт"
"НФ-00049125","Отвод 90 900х900/500х900","шт"
"НФ-00047367","Отвод 90 905х500","шт"
"НФ-00048266","Отвод 90 910х400","шт"
"НФ-00001738","Отвод 90 910х910","шт"
"НФ-00006137","Отвод 90 910х960","шт"
"НФ-00050307","Отвод 90 920х1100 на 600х1100","шт"
"НФ-00006765","Отвод 90 930х430","шт"
"НФ-00051737","Отвод 90 940х400","шт"
"НФ-00011533","Отвод 90 940х650","шт"
"НФ-00008300","Отвод 90 940х940","шт"
"НФ-00051617","Отвод 90 950х1300","шт"
"56379","Отвод 90 950х150","шт"
"55771","Отвод 90 950х200","шт"
"НФ-00050522","Отвод 90 950х250","шт"
"НФ-00010158","Отвод 90 950х400","шт"
"65417","Отвод 90 950х450","шт"
"НФ-00049974","Отвод 90 950х500","шт"
"НФ-00010159","Отвод 90 950х550","шт"
"НФ-00010177","Отвод 90 950х600","шт"
"НФ-00047977","Отвод 90 950х650","шт"
"НФ-00006516","Отвод 90 950х700","шт"
"НФ-00047978","Отвод 90 950х750","шт"
"НФ-00000214","Отвод 90 950х800","шт"
"53616","Отвод 90 950х950","шт"
"68224","Отвод 90 950х950","шт"
"НФ-00012084","Отвод 90 955х955","шт"
"НФ-00043648","Отвод 90 960х560","шт"
"НФ-00046653","Отвод 90 970х350","шт"
"НФ-00044916","Отвод 90 995х165","шт"
"НФ-00053079","Отвод 90 ПНД Ф710×5-Ф","пог.м"
"НФ-00053080","Отвод 90 ПНД Ф710×5-Ф","шт"
"000000302","Отвод 90 ф100","шт"
"НФ-00012922","Отвод 90 ф100","шт"
"НФ-00002289","Отвод 90 ф100 кожух","шт"
"000001279","Отвод 90 ф1000","шт"
"НФ-00011978","Отвод 90 ф1000","шт"
"НФ-00045817","Отвод 90 ф1000","м2"
"НФ-00043149","Отвод 90 ф1020","шт"
"НФ-00002717","Отвод 90 ф103","шт"
"НФ-00004101","Отвод 90 ф1050","шт"
"НФ-00001359","Отвод 90 ф110","шт"
"НФ-00048673","Отвод 90 ф110 кожух","шт"
"62813","Отвод 90 ф1100","шт"
"51048","Отвод 90 ф1120","шт"
"НФ-00005952","Отвод 90 ф1120","шт"
"НФ-00012675","Отвод 90 ф113","шт"
"НФ-00004301","Отвод 90 ф115","шт"
"НФ-00004338","Отвод 90 ф120","шт"
"НФ-00007213","Отвод 90 ф120","шт"
"000000229","Отвод 90 ф125","шт"
"НФ-00012775","Отвод 90 ф125","шт"
"НФ-00003600","Отвод 90 ф125 ч. сталь 3,0 мм, на фланцах","шт"
"000006179","Отвод 90 ф1250","шт"
"НФ-00005330","Отвод 90 ф1250","шт"
"НФ-00012673","Отвод 90 ф127","шт"
"НФ-00002287","Отвод 90 ф1280 кожух","шт"
"НФ-00052587","Отвод 90 ф1285","шт"
"НФ-00013110","Отвод 90 ф130","шт"
"НФ-00001700","Отвод 90 ф135","шт"
"НФ-00002718","Отвод 90 ф138","шт"
"НФ-00000652","Отвод 90 ф140","шт"
"НФ-00012941","Отвод 90 ф140","шт"
"НФ-00012196","Отвод 90 ф1400","шт"
"47806","Отвод 90 ф150","шт"
"НФ-00012003","Отвод 90 ф1500","шт"
"НФ-00042152","Отвод 90 ф155","шт"
"000001064","Отвод 90 ф160","шт"
"НФ-00003294","Отвод 90 ф160/ф100","шт"
"71192","Отвод 90 ф1600","шт"
"НФ-00006173","Отвод 90 ф165","шт"
"52347","Отвод 90 ф170","шт"
"НФ-00045224","Отвод 90 ф170 кожух","шт"
"НФ-00000231","Отвод 90 ф175","шт"
"НФ-00007255","Отвод 90 ф175","шт"
"47889","Отвод 90 ф180","шт"
"НФ-00043667","Отвод 90 ф190","шт"
"НФ-00045223","Отвод 90 ф190 кожух","шт"
"НФ-00044295","Отвод 90 ф194","шт"
"000000023","Отвод 90 ф200","шт"
"НФ-00008643","Отвод 90 ф200/205","шт"
"НФ-00012943","Отвод 90 ф200","шт"
"НФ-00043834","Отвод 90 ф204","шт"
"НФ-00008632","Отвод 90 ф208","шт"
"НФ-00045222","Отвод 90 ф210 кожух","шт"
"НФ-00010807","Отвод 90 ф220","шт"
"НФ-00004976","Отвод 90 ф222","шт"
"НФ-00001545","Отвод 90 ф225","шт"
"НФ-00005430","Отвод 90 ф225","шт"
"НФ-00047526","Отвод 90 ф230","шт"
"НФ-00008631","Отвод 90 ф233","шт"
"НФ-00045221","Отвод 90 ф240 кожух","шт"
"НФ-00008670","Отвод 90 ф245","шт"
"000000301","Отвод 90 ф250","шт"
"НФ-00012946","Отвод 90 ф250","шт"
"НФ-00046541","Отвод 90 ф255","шт"
"НФ-00008630","Отвод 90 ф259","шт"
"НФ-00005979","Отвод 90 ф260 кожух","шт"
"НФ-00008928","Отвод 90 ф265","шт"
"НФ-00001384","Отвод 90 ф270","шт"
"47742","Отвод 90 ф280","шт"
"НФ-00045815","Отвод 90 ф280","м2"
"НФ-00012948","Отвод 90 ф280","шт"
"НФ-00000834","Отвод 90 ф300","шт"
"НФ-00009284","Отвод 90 ф300/ф200","шт"
"НФ-00010986","Отвод 90 ф310","шт"
"000000026","Отвод 90 ф315","шт"
"НФ-00012027","Отвод 90 ф315","шт"
"НФ-00008629","Отвод 90 ф319","шт"
"НФ-00007105","Отвод 90 ф320","шт"
"НФ-00050104","Отвод 90 ф322","шт"
"НФ-00042226","Отвод 90 ф325","шт"
"НФ-00008912","Отвод 90 ф335","шт"
"НФ-00008669","Отвод 90 ф340","шт"
"НФ-00045958","Отвод 90 ф345","шт"
"НФ-00001403","Отвод 90 ф350","шт"
"НФ-00003947","Отвод 90 ф350","шт"
"НФ-00010448","Отвод 90 ф350","шт"
"000000022","Отвод 90 ф355","шт"
"НФ-00045813","Отвод 90 ф355","м2"
"НФ-00045220","Отвод 90 ф355 кожух","шт"
"НФ-00042228","Отвод 90 ф360","шт"
"НФ-00042354","Отвод 90 ф360","шт"
"НФ-00002233","Отвод 90 ф370","шт"
"000000025","Отвод 90 ф400","шт"
"НФ-00010728","Отвод 90 ф400","шт"
"НФ-00001429","Отвод 90 ф415","шт"
"НФ-00010942","Отвод 90 ф415","шт"
"НФ-00009975","Отвод 90 ф430","шт"
"НФ-00009163","Отвод 90 ф445","шт"
"000000217","Отвод 90 ф450","шт"
"НФ-00009925","Отвод 90 ф450","шт"
"НФ-00012986","Отвод 90 ф450","шт"
"НФ-00007445","Отвод 90 ф455","шт"
"НФ-00002232","Отвод 90 ф460","шт"
"НФ-00007396","Отвод 90 ф475","шт"
"НФ-00051208","Отвод 90 ф480","шт"
"000000222","Отвод 90 ф500","шт"
"НФ-00045818","Отвод 90 ф500","м2"
"НФ-00006185","Отвод 90 ф514","шт"
"НФ-00042229","Отвод 90 ф515","шт"
"НФ-00050235","Отвод 90 ф520","шт"
"НФ-00009169","Отвод 90 ф550","шт"
"НФ-00006774","Отвод 90 ф550 кожух","шт"
"НФ-00042230","Отвод 90 ф555","шт"
"000002072","Отвод 90 ф560","шт"
"НФ-00010248","Отвод 90 ф600","шт"
"НФ-00044797","Отвод 90 ф600","шт"
"НФ-00012989","Отвод 90 ф600","шт"
"НФ-00008778","Отвод 90 ф610","шт"
"НФ-00008755","Отвод 90 ф620","шт"
"000001126","Отвод 90 ф630","шт"
"НФ-00012660","Отвод 90 ф630","шт"
"НФ-00002847","Отвод 90 ф650","шт"
"НФ-00050953","Отвод 90 ф650","шт"
"НФ-00008744","Отвод 90 ф650 кожух","шт"
"НФ-00001625","Отвод 90 ф660","шт"
"НФ-00002288","Отвод 90 ф660 кожух","шт"
"НФ-00000243","Отвод 90 ф700","шт"
"НФ-00004100","Отвод 90 ф700","шт"
"000000024","Отвод 90 ф710","шт"
"НФ-00012662","Отвод 90 ф710","шт"
"НФ-00042880","Отвод 90 ф720","шт"
"НФ-00043491","Отвод 90 ф730","шт"
"НФ-00004696","Отвод 90 ф730 кожух","шт"
"НФ-00010463","Отвод 90 ф750","шт"
"НФ-00001622","Отвод 90 ф760","шт"
"НФ-00001118","Отвод 90 ф770","шт"
"НФ-00008454","Отвод 90 ф790","шт"
"НФ-00044874","Отвод 90 ф80","шт"
"000000331","Отвод 90 ф800","шт"
"НФ-00045819","Отвод 90 ф800","м2"
"НФ-00012091","Отвод 90 ф800","шт"
"НФ-00008455","Отвод 90 ф810","шт"
"НФ-00043150","Отвод 90 ф820","шт"
"НФ-00048977","Отвод 90 ф830","шт"
"НФ-00008599","Отвод 90 ф830 кожух","шт"
"НФ-00044950","Отвод 90 ф880","шт"
"48187","Отвод 90 ф900","шт"
"НФ-00049911","Отвод 90 ф900","шт"
"НФ-00046953","Отвод 90 ф910","шт"
"НФ-00004102","Отвод 90 ф950","шт"
"НФ-00044276","Отвод 94 ф250","шт"
"НФ-00050203","Отвод 98 400х300","шт"
"НФ-00042200","п","пог.м"
"НФ-00009634","П-обр кожух","шт"
"НФ-00043206","П-образный кронштейн 300x180","шт"
"52422","Панель для фильтров ФяРБ-Ус 39А 3*5","шт"
"НФ-00052884","Панель Чернобережского 1000х500, H=350, ф400","шт"
"НФ-00045772","Панель Чернобережского 1500х1100, ф800","шт"
"НФ-00012835","Панель Чернобережского 1500х500, ф250*2, h=1000 мм","шт"
"НФ-00008691","Панель Чернобережского 1П9","шт"
"НФ-00044090","Панель Чернобережского 300х300, ф125","шт"
"НФ-00007193","Панель Чернобережского 400х300, ф160","шт"
"НФ-00009299","Панель Чернобережского 500х200, ф125, h=500 мм","шт"
"НФ-00044051","Панель Чернобережского 500х200, ф140","шт"
"НФ-00049473","Панель Чернобережского 600х400, ф250, L=350 мм","шт"
"НФ-00042770","Панель Чернобережского 645х600, ф250, h=1000 мм","шт"
"НФ-00045893","Панель Чернобережского 645х600, ф250, h=1000 мм","шт"
"НФ-00007192","Панель Чернобережского 650х300, ф200","шт"
"НФ-00001350","Панель Чернобережского 800х550, ф225, h=800 мм","шт"
"НФ-00005114","Панель Чернобережского 900х645, ф315, h=1000 мм","шт"
"НФ-00012991","Паспорт на Клапан ОЗ-60-НО-250(М-Iк/220)-К-СН","шт"
"76791","Пассатижи Кобальт 180мм CR-V","шт"
"59001","ПДР 400х400","шт"
"НФ-00047324","ПДУ 200х100","шт"
"72238","ПДУ 200х150","шт"
"72240","ПДУ 400х150","шт"
"НФ-00011876","ПДУ 400х200","шт"
"59000","ПДУ 400х300","шт"
"000014433","Пена монтажная","шт"
"74105","Пена монтажная под пистолет (монтаж)","шт"
"74827","Пена монтажная ПРОФ ОГНЕУПОРНАЯ BAUTERM 700мл","шт"
"НФ-00047120","Пена монтажная ПРОФ ОГНЕУПОРНАЯ PENOSIL","шт"
"НФ-00052289","Пена монтажная ПРОФ ОГНЕУПОРНАЯ UNIKA 750мл","шт"
"НФ-00009271","Пена монтажная профессиональная 850 мл","шт"
"64747","Пена монтажная с трубочкой","шт"
"58551","Теплоизоляция Пенофол 2000 Тип С 10мм (с одн. фольг. самокл.) 0,6х15 м","рул"
"68756","Теплоизоляция Пенофол 2000 Тип С 20мм  (с одн. фольг. самокл. ) 0,6х10 м","рул"
"НФ-00004304","Теплоизоляция Пенофол 2000 Тип С 30мм (с одн. фольг. самокл. ) 0,58х10 м","рул"
"59286","Теплоизоляция  Пенофол 2000 Тип С 5мм (с одн. фольг., самокл. ) 0,6х30 м","рул"
"НФ-00048582","Теплоизоляция Пенофол Black Тип С 10мм  (с одн. фольг. самокл. ) 0,60м*15пм","рул"
"НФ-00047826","Теплоизоляция Пенофол Black Тип С 20мм  (с одн. фольг. самокл. ) 0,60м*10пм","рул"
"НФ-00052697","Теплоизоляция Пенофол Тип А 10мм 1,20м*15пм","рул"
"НФ-00009110","Переход 1000х100 на 1000х80","шт"
"НФ-00048365","Переход 1000х100 на 600х100","шт"
"НФ-00008783","Переход 1000х100 на ф100","шт"
"НФ-00011924","Переход 1000х100 на ф160","шт"
"57437","Переход 1000х1000 на 1000х300","шт"
"71708","Переход 1000х1000 на 1000х400","шт"
"000006424","Переход 1000х1000 на 1000х500","шт"
"49010","Переход 1000х1000 на 1000х600","шт"
"000013006","Переход 1000х1000 на 1000х650","шт"
"56616","Переход 1000х1000 на 1000х700","шт"
"45013","Переход 1000х1000 на 1000х800","шт"
"000005819","Переход 1000х1000 на 1000х900","шт"
"58286","Переход 1000х1000 на 200х200","шт"
"46256","Переход 1000х1000 на 300х300","шт"
"43762","Переход 1000х1000 на 350х350","шт"
"76669","Переход 1000х1000 на 400х200","шт"
"75954","Переход 1000х1000 на 400х300","шт"
"55100","Переход 1000х1000 на 450х450","шт"
"77894","Переход 1000х1000 на 500х300","шт"
"НФ-00045572","Переход 1000х1000 на 500х400","шт"
"000005844","Переход 1000х1000 на 500х500","шт"
"000008017","Переход 1000х1000 на 500х600","шт"
